Year,Luminous,Oil Production,NGLs
2012,19548937.81,10655.73349,260.4374547
2013,30120190.45,10806.83989,278.481349
2014,106339617.8,10860.08809,264.6249268
2015,116044431,11006.67742,248.6317875
2016,79903073.96,11268.79025,265.9760486
2017,136691962.3,11254.69144,237.7108657
2018,111743159.6,11438.12569,237.4991347
2019,109798534.8,11539.57273,247.9324818
2020,112809593.7,10880,
