Year,Luminous,Oil Production,NGLs
2012,573806.5362,2411.571183,81.58032787
2013,1138520.13,2278.703841,85.58575342
2014,1031226.198,2276.008737,88.22356164
2015,1412097.23,2201.408745,82.34410959
2016,990079.4974,1899.912038,78.22076503
2017,2068957.54,1969.414392,79.70630137
2018,2158421.846,2006.554219,84.8230137
2019,1657469.154,2109.067949,88.19178082
2020,1939372.013,1780,
