Year,Luminous,Oil Production,NGLs
2012,662446.9284,3172.78694,282.8825683
2013,760014.8075,3133.563425,286.9606849
2014,819519.1987,3105.854658,275.9916438
2015,785464.3864,3069.362556,287.8283562
2016,838174.8793,3149.827743,289.7184426
2017,785670.2641,3009.267781,305.0317808
2018,837468.543,3049.523959,312.9209589
2019,807534.6669,2995.620101,317.6201005
2020,811686.023,2901,
