Year,Luminous,Oil Production,NGLs
2012,15618250,4155.228798,0
2013,21199385.08,4216.442628,0
2014,24084914.17,4245.957726,0
2015,23877371.89,4308.835068,0
2016,21789018.85,3999.155874,0
2017,34101840.66,3845.860219,0
2018,34539748.3,3797.662959,0
2019,36401136.96,3835.979781,0
2020,40193986.4,3929,
