Year,Luminous,Oil Production,NGLs
2012,4731024.92,3078.5,41.5
2013,5099613.292,3102.5,44.5
2014,5520352.43,3238.621005,40.33333333
2015,6310137.151,3985.940667,40.66666667
2016,6909650.917,4422.8866,47.75
2017,7529377.109,4537.896159,64.41666667
2018,7477086.374,4631.867513,64.33333333
2019,7538368.292,4779.476074,67.75
2020,7521440.801,4550,
