Year,Luminous,Oil Production,NGLs
2012,1248710.004,3424.7262,479.1154366
2013,1427844.308,3566.135469,482.4633656
2014,1494267.54,3602.90046,539.4885542
2015,1514554.339,3897.972489,613.7972219
2016,1465378.774,4037.54115,653.6322255
2017,1524168.753,3909.546932,630.5038964
2018,1590906.812,3912.358361,604.340316
2019,1643809.79,3997.689134,637.9100995
2020,1666868.924,3526,
